gRNA	gene	list	value
p71522693	CITED1	list	62
m139694902	CITED2	list	43
m139694908	CITED2	list	11
m139694927	CITED2	list	73
m139694992	CITED2	list	14
m139694998	CITED2	list	16
m139695051	CITED2	list	28
p139694910	CITED2	list	131
p139694919	CITED2	list	133
p139695009	CITED2	list	13
p139695018	CITED2	list	3
m41327692	CITED4	list	63
m41327754	CITED4	list	20
m41327762	CITED4	list	35
m41327773	CITED4	list	59
p41327701	CITED4	list	86
p41327708	CITED4	list	139
p41327718	CITED4	list	191
p41327741	CITED4	list	139
p41327765	CITED4	list	148
p41327778	CITED4	list	38
m130948034	CIZ1	list	2
m130948039	CIZ1	list	14
m130948045	CIZ1	list	26
p130947923	CIZ1	list	97
p130947930	CIZ1	list	154
p130947935	CIZ1	list	33
p130947958	CIZ1	list	179
p130947963	CIZ1	list	124
p130947973	CIZ1	list	25
p130948025	CIZ1	list	90
m53029732	CKAP2	list	36
m53029752	CKAP2	list	66
m53035066	CKAP2	list	152
m53035273	CKAP2	list	30
m53035289	CKAP2	list	20
p53029681	CKAP2	list	8
p53029739	CKAP2	list	174
p53035039	CKAP2	list	79
p53035055	CKAP2	list	196
p53035302	CKAP2	list	76
m46837949	CKAP5	list	55
m46839911	CKAP5	list	31
m46839924	CKAP5	list	42
m46840023	CKAP5	list	4
m46840033	CKAP5	list	126
m46842727	CKAP5	list	42
m46842764	CKAP5	list	6
p46837930	CKAP5	list	133
p46839852	CKAP5	list	184
p46842729	CKAP5	list	194
m122363299	CLASP1	list	153
m122363316	CLASP1	list	152
m122363421	CLASP1	list	34
m122363440	CLASP1	list	101
m122363458	CLASP1	list	200
p122363320	CLASP1	list	56
p122363332	CLASP1	list	131
p122363377	CLASP1	list	153
p122363425	CLASP1	list	26
p122363442	CLASP1	list	73
m33673854	CLASP2	list	190
m33686250	CLASP2	list	43
m33686285	CLASP2	list	25
m33686329	CLASP2	list	53
m33686357	CLASP2	list	156
m33686364	CLASP2	list	51
p33686238	CLASP2	list	152
p33686273	CLASP2	list	29
p33686312	CLASP2	list	81
p33686331	CLASP2	list	105
p45543460	CLASRP	list	131
p45543465	CLASRP	list	168
p45543477	CLASRP	list	23
p45543488	CLASRP	list	197
p45543496	CLASRP	list	74
p45543513	CLASRP	list	12
p45543522	CLASRP	list	10
p45543528	CLASRP	list	24
p45555333	CLASRP	list	75
p45555340	CLASRP	list	149
m109486480	CLCC1	list	52
m109486485	CLCC1	list	114
m109490239	CLCC1	list	112
m109492443	CLCC1	list	115
m109492952	CLCC1	list	79
m109492993	CLCC1	list	173
m109493015	CLCC1	list	131
p109492484	CLCC1	list	94
p109492960	CLCC1	list	148
p109493019	CLCC1	list	192
m43205647	CLDN19	list	117
m43205678	CLDN19	list	9
m43205683	CLDN19	list	132
m43205690	CLDN19	list	189
m43205708	CLDN19	list	199
m43205723	CLDN19	list	99
p43205635	CLDN19	list	30
p43205670	CLDN19	list	176
p43205694	CLDN19	list	95
p43205713	CLDN19	list	96
m45067883	CLEC3B	list	40
m45067897	CLEC3B	list	82
m45067906	CLEC3B	list	177
m45067915	CLEC3B	list	126
m45067923	CLEC3B	list	63
m45067930	CLEC3B	list	72
m45067938	CLEC3B	list	185
p45067843	CLEC3B	list	92
p45067886	CLEC3B	list	191
p45067941	CLEC3B	list	127
m141330992	CLGN	list	48
m141331011	CLGN	list	103
m141331708	CLGN	list	24
m141331754	CLGN	list	171
m141334090	CLGN	list	47
m141334150	CLGN	list	186
m141334168	CLGN	list	174
p141327183	CLGN	list	2
p141331742	CLGN	list	161
p141334073	CLGN	list	175
m31701646	CLIC1	list	132
m31701707	CLIC1	list	111
m31701977	CLIC1	list	171
m31701985	CLIC1	list	145
m31704040	CLIC1	list	131
m31704058	CLIC1	list	58
p31701667	CLIC1	list	171
p31701710	CLIC1	list	82
p31701719	CLIC1	list	90
p31701938	CLIC1	list	104
m154528350	CLIC2	list	9
m154528387	CLIC2	list	114
m154528435	CLIC2	list	1
m154528447	CLIC2	list	137
m154563708	CLIC2	list	123
m154563719	CLIC2	list	195
m154563724	CLIC2	list	47
m154563731	CLIC2	list	27
p154528376	CLIC2	list	159
p154563697	CLIC2	list	35
m139890138	CLIC3	list	68
m139890154	CLIC3	list	142
m139890197	CLIC3	list	57
m139890202	CLIC3	list	167
m139890964	CLIC3	list	156
p139890121	CLIC3	list	68
p139890127	CLIC3	list	47
p139890145	CLIC3	list	56
p139890955	CLIC3	list	50
p139890974	CLIC3	list	98
m25072096	CLIC4	list	126
m25124231	CLIC4	list	41
m25124275	CLIC4	list	12
m25140615	CLIC4	list	123
p25072047	CLIC4	list	46
p25072055	CLIC4	list	119
p25072061	CLIC4	list	76
p25124283	CLIC4	list	73
p25140587	CLIC4	list	125
p25140594	CLIC4	list	24
m122862412	CLIP1	list	184
m122862429	CLIP1	list	198
m122864916	CLIP1	list	155
m122864971	CLIP1	list	30
m122864978	CLIP1	list	148
p122862434	CLIP1	list	100
p122864901	CLIP1	list	191
p122864925	CLIP1	list	46
p122864932	CLIP1	list	56
p122864939	CLIP1	list	108
m201726093	CLK1	list	97
m201726105	CLK1	list	89
m201726181	CLK1	list	104
m201726470	CLK1	list	44
m201726529	CLK1	list	184
m201726536	CLK1	list	19
m201726542	CLK1	list	46
m201726551	CLK1	list	182
p201726166	CLK1	list	142
p201726449	CLK1	list	12
m155239478	CLK2	list	161
m155240626	CLK2	list	2
m155240633	CLK2	list	145
m155240666	CLK2	list	122
p155240587	CLK2	list	85
p155240593	CLK2	list	163
p155240674	CLK2	list	102
p155240692	CLK2	list	90
p155240725	CLK2	list	160
p155240749	CLK2	list	158
m74911566	CLK3	list	37
m74911573	CLK3	list	163
m74911578	CLK3	list	184
m74911668	CLK3	list	67
m74912352	CLK3	list	69
p74911580	CLK3	list	75
p74911586	CLK3	list	2
p74911598	CLK3	list	6
p74911609	CLK3	list	142
p74911634	CLK3	list	1
m178045738	CLK4	list	168
m178045763	CLK4	list	174
m178050297	CLK4	list	171
m178050327	CLK4	list	170
m178050333	CLK4	list	128
m178050365	CLK4	list	160
m178050383	CLK4	list	51
p178050254	CLK4	list	151
p178050262	CLK4	list	125
p178050367	CLK4	list	117
m28500701	CLN3	list	134
m28502804	CLN3	list	155
m28502811	CLN3	list	161
m28503056	CLN3	list	50
m28503066	CLN3	list	72
m28503075	CLN3	list	171
p28500688	CLN3	list	149
p28502818	CLN3	list	10
p28502829	CLN3	list	105
p28502836	CLN3	list	13
m77340809	CLNS1A	list	86
m77348658	CLNS1A	list	94
m77348664	CLNS1A	list	4
m77348670	CLNS1A	list	66
m77348675	CLNS1A	list	15
m77348689	CLNS1A	list	29
p77340796	CLNS1A	list	200
p77340847	CLNS1A	list	169
p77348629	CLNS1A	list	161
p77348644	CLNS1A	list	34
m56342180	CLOCK	list	55
m56342185	CLOCK	list	49
m56345052	CLOCK	list	26
m56345067	CLOCK	list	115
m56345822	CLOCK	list	29
m56348907	CLOCK	list	129
p56342143	CLOCK	list	103
p56342151	CLOCK	list	47
p56345031	CLOCK	list	114
p56345039	CLOCK	list	107
m57426981	CLP1	list	161
m57427099	CLP1	list	157
p57426938	CLP1	list	48
p57427004	CLP1	list	158
p57427010	CLP1	list	19
p57427031	CLP1	list	14
p57427044	CLP1	list	10
p57427049	CLP1	list	5
p57427062	CLP1	list	130
p57427104	CLP1	list	103
m65472403	CLPX	list	20
m65477414	CLPX	list	32
m65477457	CLPX	list	164
m65477465	CLPX	list	97
m65477480	CLPX	list	56
p65472432	CLPX	list	102
p65472442	CLPX	list	91
p65477401	CLPX	list	40
p65477416	CLPX	list	66
p65477427	CLPX	list	1
m36230820	CLSPN	list	162
m36230838	CLSPN	list	9
m36230862	CLSPN	list	173
m36235449	CLSPN	list	119
m36235457	CLSPN	list	8
p36230296	CLSPN	list	115
p36230810	CLSPN	list	68
p36230850	CLSPN	list	157
p36230883	CLSPN	list	141
p36230899	CLSPN	list	162
m9815357	CLSTN1	list	191
m9833331	CLSTN1	list	136
m9833415	CLSTN1	list	137
m9833431	CLSTN1	list	176
m9883726	CLSTN1	list	175
p9833322	CLSTN1	list	77
p9833349	CLSTN1	list	123
p9833395	CLSTN1	list	76
p9833402	CLSTN1	list	37
p9883730	CLSTN1	list	81
m57697493	CLTC	list	74
m57721641	CLTC	list	170
m57721647	CLTC	list	49
m57721659	CLTC	list	6
m57721682	CLTC	list	36
m57721739	CLTC	list	17
m57721767	CLTC	list	69
m57721777	CLTC	list	55
p57721668	CLTC	list	45
p57721722	CLTC	list	38
m19263256	CLTCL1	list	150
m19263264	CLTCL1	list	59
m19263301	CLTCL1	list	94
m19263321	CLTCL1	list	76
m19279124	CLTCL1	list	103
m19279136	CLTCL1	list	168
p19263281	CLTCL1	list	76
p19263309	CLTCL1	list	183
p19279126	CLTCL1	list	1
p19279143	CLTCL1	list	40
m27466570	CLU	list	95
m27466590	CLU	list	78
m27467993	CLU	list	9
m27468026	CLU	list	80
m27468033	CLU	list	9
m27468062	CLU	list	197
p27466448	CLU	list	91
p27466459	CLU	list	110
p27466574	CLU	list	74
p27467997	CLU	list	18
m3565526	CLUAP1	list	22
m3565532	CLUAP1	list	166
m3565537	CLUAP1	list	190
m3569928	CLUAP1	list	161
m3569945	CLUAP1	list	174
p3569919	CLUAP1	list	126
p3569984	CLUAP1	list	96
p3570014	CLUAP1	list	123
p3573169	CLUAP1	list	199
p3573202	CLUAP1	list	74
m22199262	CMAS	list	94
m22199305	CMAS	list	111
m22199312	CMAS	list	95
m22199341	CMAS	list	52
m22199365	CMAS	list	29
m22199371	CMAS	list	165
p22199224	CMAS	list	15
p22199233	CMAS	list	111
p22199315	CMAS	list	185
p22199320	CMAS	list	137
m81641202	CMIP	list	105
m81641249	CMIP	list	51
m81654487	CMIP	list	135
m81654497	CMIP	list	74
m81654506	CMIP	list	13
p81641164	CMIP	list	56
p81641214	CMIP	list	144
p81641255	CMIP	list	76
p81654509	CMIP	list	91
p81685832	CMIP	list	55
m47799628	CMPK1	list	126
m47799634	CMPK1	list	117
m47799661	CMPK1	list	93
m47799681	CMPK1	list	98
m47799697	CMPK1	list	120
m47799722	CMPK1	list	33
m47799768	CMPK1	list	59
p47799617	CMPK1	list	42
p47799663	CMPK1	list	156
p47799703	CMPK1	list	150
m7005703	CMPK2	list	83
m7005789	CMPK2	list	173
m7005801	CMPK2	list	179
p7005600	CMPK2	list	102
p7005682	CMPK2	list	185
p7005693	CMPK2	list	180
p7005712	CMPK2	list	79
p7005717	CMPK2	list	131
p7005728	CMPK2	list	66
p7005806	CMPK2	list	34
m66613538	CMTM2	list	120
m66613543	CMTM2	list	12
m66613549	CMTM2	list	40
m66613577	CMTM2	list	94
p66613500	CMTM2	list	166
p66613509	CMTM2	list	136
p66613579	CMTM2	list	195
p66613584	CMTM2	list	97
p66613593	CMTM2	list	28
p66613626	CMTM2	list	46
m32280476	CMTM8	list	65
m32280486	CMTM8	list	159
m32280504	CMTM8	list	170
m32280510	CMTM8	list	196
m32280519	CMTM8	list	120
m32280540	CMTM8	list	131
m32280558	CMTM8	list	41
m32280565	CMTM8	list	87
m32280574	CMTM8	list	186
p32280543	CMTM8	list	101
m128890505	CNBP	list	171
m128890520	CNBP	list	197
m128890526	CNBP	list	194
m128890532	CNBP	list	36
m128890538	CNBP	list	91
m128890551	CNBP	list	166
m128890557	CNBP	list	28
m128890565	CNBP	list	163
m128890574	CNBP	list	134
p128890579	CNBP	list	96
m50059565	CNEP1R1	list	64
m50059579	CNEP1R1	list	159
m50059587	CNEP1R1	list	104
m50059600	CNEP1R1	list	181
p50059216	CNEP1R1	list	48
p50059222	CNEP1R1	list	192
p50059229	CNEP1R1	list	64
p50059568	CNEP1R1	list	45
p50059590	CNEP1R1	list	97
p50060292	CNEP1R1	list	140
m70704763	CNOT2	list	17
m70713092	CNOT2	list	128
m70723245	CNOT2	list	6
p70671992	CNOT2	list	162
p70672000	CNOT2	list	3
p70704671	CNOT2	list	200
p70704697	CNOT2	list	99
p70713080	CNOT2	list	34
p70713098	CNOT2	list	22
p70723202	CNOT2	list	6
m54646853	CNOT3	list	112
m54646887	CNOT3	list	28
m54647182	CNOT3	list	5
p54646717	CNOT3	list	5
p54646858	CNOT3	list	28
p54646867	CNOT3	list	42
p54646873	CNOT3	list	3
p54646893	CNOT3	list	200
p54646900	CNOT3	list	46
p54647212	CNOT3	list	7
m135123027	CNOT4	list	165
m135123045	CNOT4	list	151
m135123057	CNOT4	list	73
p135107073	CNOT4	list	183
p135107079	CNOT4	list	187
p135122897	CNOT4	list	56
p135122962	CNOT4	list	65
p135122969	CNOT4	list	27
p135122998	CNOT4	list	168
p135123014	CNOT4	list	183
m179956302	CNOT6	list	64
m179956308	CNOT6	list	32
m179956364	CNOT6	list	2
m179976976	CNOT6	list	199
m179977005	CNOT6	list	52
p179956317	CNOT6	list	49
p179956330	CNOT6	list	102
p179956346	CNOT6	list	22
p179956366	CNOT6	list	194
p179976939	CNOT6	list	71
m78695696	CNOT6L	list	62
m78695704	CNOT6L	list	114
m78695747	CNOT6L	list	181
m78695756	CNOT6L	list	177
p78695712	CNOT6L	list	82
p78695726	CNOT6L	list	95
p78695758	CNOT6L	list	105
p78695774	CNOT6L	list	57
p78695789	CNOT6L	list	150
p78695834	CNOT6L	list	118
m17090007	CNOT7	list	109
m17090030	CNOT7	list	43
m17094722	CNOT7	list	150
m17094760	CNOT7	list	181
m17094865	CNOT7	list	2
m17100659	CNOT7	list	159
m17100680	CNOT7	list	141
p17092316	CNOT7	list	15
p17094844	CNOT7	list	37
p17102635	CNOT7	list	105
m154242844	CNOT8	list	153
m154242921	CNOT8	list	37
m154244766	CNOT8	list	183
m154244784	CNOT8	list	83
m154244806	CNOT8	list	59
p154242834	CNOT8	list	110
p154242846	CNOT8	list	181
p154242863	CNOT8	list	85
p154242933	CNOT8	list	102
p154244745	CNOT8	list	183
m123850638	CNTRL	list	105
m123850652	CNTRL	list	111
m123850670	CNTRL	list	116
m123850675	CNTRL	list	68
m123850689	CNTRL	list	57
m123850715	CNTRL	list	24
p123850592	CNTRL	list	160
p123850680	CNTRL	list	171
p123850700	CNTRL	list	90
p123850799	CNTRL	list	138
m7836471	CNTROB	list	17
m7836483	CNTROB	list	7
m7836503	CNTROB	list	125
m7836528	CNTROB	list	127
m7836548	CNTROB	list	76
m7836554	CNTROB	list	70
m7836560	CNTROB	list	184
m7836585	CNTROB	list	48
p7836512	CNTROB	list	163
p7836519	CNTROB	list	16
m40714647	COASY	list	59
m40714654	COASY	list	39
m40714666	COASY	list	152
m40714699	COASY	list	7
m40714705	COASY	list	38
m40714710	COASY	list	3
m40714722	COASY	list	88
m40714732	COASY	list	10
p40714636	COASY	list	2
p40714747	COASY	list	8
m46039258	COG3	list	23
p46039182	COG3	list	150
p46039188	COG3	list	64
p46039196	COG3	list	71
p46039236	COG3	list	101
p46039245	COG3	list	89
p46039262	COG3	list	136
p46039269	COG3	list	123
p46039275	COG3	list	90
p46039281	COG3	list	156
m107204303	COG5	list	4
m107204309	COG5	list	184
m107204355	COG5	list	43
m107204386	COG5	list	111
m107204423	COG5	list	152
p107204323	COG5	list	35
p107204333	COG5	list	60
p107204358	COG5	list	196
p107204369	COG5	list	177
p107204388	COG5	list	141
m55038221	COIL	list	194
m55038234	COIL	list	68
m55038295	COIL	list	173
m55038359	COIL	list	88
m55038364	COIL	list	47
p55038223	COIL	list	194
p55038253	COIL	list	54
p55038284	COIL	list	164
p55038297	COIL	list	52
p55038347	COIL	list	154
m74801923	COL4A3BP	list	9
m74806951	COL4A3BP	list	118
m74806962	COL4A3BP	list	92
m74806972	COL4A3BP	list	164
m74806980	COL4A3BP	list	58
m74806992	COL4A3BP	list	53
m74806998	COL4A3BP	list	27
m74807003	COL4A3BP	list	62
m74807014	COL4A3BP	list	125
p74806964	COL4A3BP	list	89
m62132847	COMMD1	list	75
m62132875	COMMD1	list	178
m62132897	COMMD1	list	179
m62132926	COMMD1	list	32
p62132800	COMMD1	list	186
p62132812	COMMD1	list	182
p62132854	COMMD1	list	107
p62132867	COMMD1	list	128
p62132917	COMMD1	list	70
p62132929	COMMD1	list	97
m146076478	COMMD5	list	22
m146076488	COMMD5	list	6
m146076510	COMMD5	list	89
m146076545	COMMD5	list	28
m146076603	COMMD5	list	94
m146076612	COMMD5	list	3
p146076575	COMMD5	list	189
p146076661	COMMD5	list	19
p146076671	COMMD5	list	17
p146076676	COMMD5	list	4
m76104251	COMMD6	list	8
m76111798	COMMD6	list	5
p76104238	COMMD6	list	127
p76104261	COMMD6	list	177
p76104272	COMMD6	list	165
p76104313	COMMD6	list	200
p76111784	COMMD6	list	179
p76111897	COMMD6	list	133
p76111908	COMMD6	list	117
p76111920	COMMD6	list	59
CTRL0001	control	list	65
CTRL0002	control	list	179
CTRL0003	control	list	82
CTRL0004	control	list	48
CTRL0005	control	list	198
CTRL0006	control	list	59
CTRL0007	control	list	23
CTRL0008	control	list	137
CTRL0009	control	list	148
CTRL0010	control	list	137
CTRL0011	control	list	87
CTRL0012	control	list	94
CTRL0013	control	list	102
CTRL0014	control	list	138
CTRL0015	control	list	125
CTRL0016	control	list	42
CTRL0017	control	list	112
CTRL0018	control	list	194
CTRL0019	control	list	108
CTRL0020	control	list	8
CTRL0021	control	list	129
CTRL0022	control	list	189
CTRL0023	control	list	40
CTRL0024	control	list	63
CTRL0025	control	list	177
CTRL0026	control	list	179
CTRL0027	control	list	191
CTRL0028	control	list	145
CTRL0029	control	list	117
CTRL0030	control	list	192
CTRL0031	control	list	103
CTRL0032	control	list	123
CTRL0033	control	list	176
CTRL0034	control	list	4
CTRL0035	control	list	171
CTRL0036	control	list	121
CTRL0037	control	list	82
CTRL0038	control	list	135
CTRL0039	control	list	64
CTRL0040	control	list	89
CTRL0041	control	list	111
CTRL0042	control	list	69
CTRL0043	control	list	21
CTRL0044	control	list	110
CTRL0045	control	list	129
CTRL0046	control	list	190
CTRL0047	control	list	157
CTRL0048	control	list	127
CTRL0049	control	list	181
CTRL0050	control	list	36
CTRL0051	control	list	55
CTRL0052	control	list	135
CTRL0053	control	list	139
CTRL0054	control	list	90
CTRL0055	control	list	160
CTRL0056	control	list	27
CTRL0057	control	list	159
CTRL0058	control	list	173
CTRL0059	control	list	197
CTRL0060	control	list	67
CTRL0061	control	list	184
CTRL0062	control	list	66
CTRL0063	control	list	32
CTRL0064	control	list	150
CTRL0065	control	list	129
CTRL0066	control	list	45
CTRL0067	control	list	144
CTRL0068	control	list	89
CTRL0069	control	list	17
CTRL0070	control	list	180
CTRL0071	control	list	125
CTRL0072	control	list	76
CTRL0073	control	list	65
CTRL0074	control	list	190
CTRL0075	control	list	187
CTRL0076	control	list	36
CTRL0077	control	list	15
CTRL0078	control	list	112
CTRL0079	control	list	120
CTRL0080	control	list	134
CTRL0081	control	list	68
CTRL0082	control	list	147
CTRL0083	control	list	123
CTRL0084	control	list	15
CTRL0085	control	list	123
CTRL0086	control	list	183
CTRL0087	control	list	147
CTRL0088	control	list	157
CTRL0089	control	list	31
CTRL0090	control	list	148
CTRL0091	control	list	151
CTRL0092	control	list	104
CTRL0093	control	list	57
CTRL0094	control	list	43
CTRL0095	control	list	103
CTRL0096	control	list	28
CTRL0097	control	list	127
CTRL0098	control	list	91
CTRL0099	control	list	70
CTRL0100	control	list	53
m128969536	COPG1	list	18
m128969541	COPG1	list	122
m128969552	COPG1	list	60
m128971127	COPG1	list	120
m128971147	COPG1	list	18
p128968554	COPG1	list	152
p128968560	COPG1	list	14
p128969543	COPG1	list	2
p128969555	COPG1	list	20
p128971136	COPG1	list	174
m30179971	COPRS	list	147
m30179982	COPRS	list	166
m30180010	COPRS	list	163
m30183819	COPRS	list	144
m30183853	COPRS	list	185
m30186200	COPRS	list	192
m30186208	COPRS	list	176
p30179974	COPRS	list	153
p30180025	COPRS	list	130
p30183841	COPRS	list	153
m49431726	COPS2	list	95
m49431799	COPS2	list	34
m49436425	COPS2	list	55
m49437241	COPS2	list	113
m49447723	COPS2	list	132
m49447735	COPS2	list	91
m49447762	COPS2	list	22
p49431784	COPS2	list	41
p49431818	COPS2	list	121
p49437230	COPS2	list	194
m17174085	COPS3	list	26
m17174116	COPS3	list	133
m17174240	COPS3	list	166
m17174269	COPS3	list	198
m17179366	COPS3	list	135
m17179409	COPS3	list	106
m17179440	COPS3	list	162
p17174271	COPS3	list	88
p17174279	COPS3	list	146
p17179392	COPS3	list	120
m83956390	COPS4	list	52
m83966804	COPS4	list	31
m83970386	COPS4	list	17
m83970395	COPS4	list	175
p83956376	COPS4	list	80
p83956382	COPS4	list	17
p83956404	COPS4	list	11
p83956421	COPS4	list	21
p83966772	COPS4	list	176
p83970330	COPS4	list	13
m67974092	COPS5	list	36
m67974099	COPS5	list	109
m67974110	COPS5	list	38
m67974173	COPS5	list	68
m67974209	COPS5	list	101
m67974214	COPS5	list	108
m67974219	COPS5	list	79
p67974078	COPS5	list	76
p67974162	COPS5	list	44
p67974198	COPS5	list	140
m99686920	COPS6	list	72
m99686933	COPS6	list	120
m99686972	COPS6	list	152
p99686628	COPS6	list	20
p99686634	COPS6	list	86
p99686646	COPS6	list	175
p99686651	COPS6	list	71
p99686657	COPS6	list	70
p99686667	COPS6	list	4
p99686923	COPS6	list	45
m6833857	COPS7A	list	2
m6833907	COPS7A	list	133
m6833935	COPS7A	list	35
p6833809	COPS7A	list	106
p6833818	COPS7A	list	75
p6833825	COPS7A	list	40
p6833836	COPS7A	list	155
p6833863	COPS7A	list	85
p6833869	COPS7A	list	169
p6833899	COPS7A	list	54
m232653302	COPS7B	list	197
m232653338	COPS7B	list	62
m232653347	COPS7B	list	31
m232653359	COPS7B	list	19
p232653265	COPS7B	list	92
p232653294	COPS7B	list	179
p232653328	COPS7B	list	62
p232653366	COPS7B	list	41
p232653373	COPS7B	list	195
p232653388	COPS7B	list	59
m237998596	COPS8	list	52
p237998498	COPS8	list	112
p237998529	COPS8	list	133
p237998577	COPS8	list	8
p237998587	COPS8	list	52
p237998615	COPS8	list	65
p238002720	COPS8	list	97
p238002808	COPS8	list	32
p238004461	COPS8	list	20
p238004505	COPS8	list	165
m19083337	COQ7	list	17
p19083291	COQ7	list	148
p19083301	COQ7	list	112
p19083315	COQ7	list	106
p19083329	COQ7	list	94
p19083359	COQ7	list	104
p19083367	COQ7	list	198
p19083376	COQ7	list	135
p19083381	COQ7	list	44
p19083392	COQ7	list	16
m30196538	CORO1A	list	134
m30196550	CORO1A	list	31
m30196555	CORO1A	list	83
m30196565	CORO1A	list	180
m30196584	CORO1A	list	84
m30196594	CORO1A	list	95
m30196633	CORO1A	list	66
p30196568	CORO1A	list	79
p30196612	CORO1A	list	58
p30196620	CORO1A	list	79
m100919878	CORO2A	list	191
m100919936	CORO2A	list	173
p100919824	CORO2A	list	117
p100919832	CORO2A	list	121
p100919837	CORO2A	list	185
p100919861	CORO2A	list	99
p100919884	CORO2A	list	132
p100919891	CORO2A	list	117
p100919899	CORO2A	list	124
p100919905	CORO2A	list	154
m84651108	COTL1	list	123
m84651445	COTL1	list	190
m84651456	COTL1	list	60
m84651461	COTL1	list	143
m84651486	COTL1	list	116
m84651498	COTL1	list	84
p84651097	COTL1	list	97
p84651131	COTL1	list	99
p84651468	COTL1	list	32
p84651490	COTL1	list	122
m85834824	COX4I1	list	85
m85834860	COX4I1	list	121
m85838577	COX4I1	list	163
m85838604	COX4I1	list	71
m85838610	COX4I1	list	130
p85834803	COX4I1	list	151
p85834862	COX4I1	list	60
p85838569	COX4I1	list	124
p85838627	COX4I1	list	97
p85838636	COX4I1	list	200
m166300544	CPE	list	157
p166300358	CPE	list	21
p166300364	CPE	list	171
p166300391	CPE	list	160
p166300413	CPE	list	111
p166300420	CPE	list	145
p166300435	CPE	list	29
p166300442	CPE	list	181
p166300489	CPE	list	106
p166300551	CPE	list	33
m69326473	CPM	list	98
m69326535	CPM	list	114
m69326540	CPM	list	157
m69326577	CPM	list	168
m69326594	CPM	list	171
m69326599	CPM	list	176
p69326526	CPM	list	135
p69326558	CPM	list	172
p69326580	CPM	list	55
p69326586	CPM	list	105
m34220602	CPNE1	list	18
m34220612	CPNE1	list	72
m34220780	CPNE1	list	22
m34220787	CPNE1	list	200
m34220826	CPNE1	list	6
p34220590	CPNE1	list	28
p34220752	CPNE1	list	80
p34220791	CPNE1	list	148
p34220806	CPNE1	list	128
p34220817	CPNE1	list	124
