group_id	#_items_in_group	lo_value	FDR
HYPK	10	1.5837e-01	1.000000
HNRNPH2	10	1.5837e-01	1.000000
PHF11	10	1.5837e-01	1.000000
PPHLN1	10	1.5837e-01	1.000000
ANKRD32	10	1.5837e-01	1.000000
AIFM3	10	1.5837e-01	1.000000
WDR54	10	1.5837e-01	1.000000
ZNF770	10	1.5837e-01	1.000000
RRP9	10	1.5837e-01	1.000000
BTG4	10	1.5837e-01	1.000000
ZFYVE16	10	1.5837e-01	1.000000
C14orf93	10	1.5837e-01	1.000000
DCAF17	10	1.5837e-01	1.000000
ALS2CR8	10	1.5837e-01	1.000000
CSDC2	10	1.5837e-01	1.000000
EIF3G	10	1.5837e-01	1.000000
ZNF837	10	1.5837e-01	1.000000
ADRB2	10	1.5837e-01	1.000000
ASXL1	10	1.5837e-01	1.000000
AIP	10	1.5837e-01	1.000000
U2SURP	10	1.5837e-01	1.000000
SCRT1	10	1.5837e-01	1.000000
ZNF367	10	1.5837e-01	1.000000
ZNF540	10	1.5837e-01	1.000000
SPTBN1	10	1.5837e-01	1.000000
SKIV2L	10	1.5837e-01	1.000000
CBLC	10	1.5837e-01	1.000000
SEPT4	10	1.5837e-01	1.000000
SPG21	10	1.5992e-01	1.000000
SERTAD3	10	1.5992e-01	1.000000
MRPL19	10	1.5992e-01	1.000000
LDB1	10	1.5992e-01	1.000000
SNRPA1	10	1.5992e-01	1.000000
ZNF763	10	1.5992e-01	1.000000
CCNDBP1	10	1.5992e-01	1.000000
CCDC132	10	1.5992e-01	1.000000
CDK2	10	1.5992e-01	1.000000
CDC5L	10	1.5992e-01	1.000000
ZNF225	10	1.5992e-01	1.000000
C4orf33	10	1.5992e-01	1.000000
TRIM25	10	1.5992e-01	1.000000
ZNF215	10	1.5992e-01	1.000000
PSMA6	10	1.5992e-01	1.000000
DCPS	10	1.5992e-01	1.000000
HIPK2	10	1.5992e-01	1.000000
SRSF3	10	1.5992e-01	1.000000
DPP3	10	1.5992e-01	1.000000
CEP120	10	1.5992e-01	1.000000
PSMB5	10	1.5992e-01	1.000000
RAB11FIP3	10	1.5992e-01	1.000000
C17orf82	10	1.5992e-01	1.000000
ALOX15	10	1.6002e-01	1.000000
ZFPM1	10	1.6002e-01	1.000000
PAK3	10	1.6002e-01	1.000000
TBX20	10	1.6002e-01	1.000000
CSNK1A1L	10	1.6002e-01	1.000000
C16orf71	10	1.6002e-01	1.000000
ALDH6A1	10	1.6002e-01	1.000000
SYCP2L	10	1.6002e-01	1.000000
HIC2	10	1.6002e-01	1.000000
TAF10	10	1.6002e-01	1.000000
TADA2A	10	1.6002e-01	1.000000
FBXO5	10	1.6002e-01	1.000000
COG5	10	1.6002e-01	1.000000
ANKRD34B	10	1.6002e-01	1.000000
THAP11	10	1.6002e-01	1.000000
HOXA6	10	1.6002e-01	1.000000
COPS6	10	1.6002e-01	1.000000
CREBRF	10	1.6002e-01	1.000000
ZDHHC11	10	1.6002e-01	1.000000
BRPF1	10	1.6002e-01	1.000000
PTK7	10	1.6002e-01	1.000000
PTOV1	10	1.6002e-01	1.000000
RANGRF	10	1.6002e-01	1.000000
EPHB2	10	1.6002e-01	1.000000
SMC3	10	1.6002e-01	1.000000
XRN2	10	1.6002e-01	1.000000
BTK	10	1.6002e-01	1.000000
XRCC5	10	1.6002e-01	1.000000
RGS3	10	1.6002e-01	1.000000
EXOSC8	10	1.6002e-01	1.000000
RSF1	10	1.6002e-01	1.000000
EXOSC3	10	1.6002e-01	1.000000
ETV2	10	1.6002e-01	1.000000
EVC2	10	1.6002e-01	1.000000
KPNA1	10	1.6002e-01	1.000000
NSUN2	10	1.6002e-01	1.000000
HDAC9	10	1.6002e-01	1.000000
PGAP2	10	1.6002e-01	1.000000
C16orf55	10	1.6002e-01	1.000000
NFKBIA	10	1.6002e-01	1.000000
SOX30	10	1.6002e-01	1.000000
EID2	10	1.6002e-01	1.000000
SPDL1	10	1.6002e-01	1.000000
MOB1B	10	1.6002e-01	1.000000
LONP2	10	1.6002e-01	1.000000
TNNI2	10	1.6002e-01	1.000000
C20orf197	10	1.6002e-01	1.000000
PRDX1	10	1.6002e-01	1.000000
TOE1	10	1.6002e-01	1.000000
PRDM4	10	1.6002e-01	1.000000
TMEM71	10	1.6002e-01	1.000000
ZNF510	10	1.6002e-01	1.000000
INSC	10	1.6002e-01	1.000000
ARHGEF10	10	1.6002e-01	1.000000
CCDC175	10	1.6002e-01	1.000000
PRKD3	10	1.6002e-01	1.000000
UBTF	10	1.6002e-01	1.000000
MYPOP	10	1.6002e-01	1.000000
KCTD11	10	1.6002e-01	1.000000
KDM6B	10	1.6002e-01	1.000000
C3orf18	10	1.6002e-01	1.000000
CAD	10	1.6002e-01	1.000000
TP63	10	1.6002e-01	1.000000
ZSCAN5A	10	1.6002e-01	1.000000
USF2	10	1.6002e-01	1.000000
CAMK2G	10	1.6002e-01	1.000000
CAMK4	10	1.6002e-01	1.000000
BCKDK	10	1.6002e-01	1.000000
TMEM132D	10	1.6002e-01	1.000000
CEBPG	10	1.6002e-01	1.000000
KIAA1967	10	1.6002e-01	1.000000
TMEM159	10	1.6002e-01	1.000000
PATL1	10	1.6002e-01	1.000000
MYF6	10	1.6002e-01	1.000000
CFL2	10	1.6002e-01	1.000000
THOC6	10	1.6002e-01	1.000000
HOXC10	10	1.6002e-01	1.000000
VPS37C	10	1.6002e-01	1.000000
CENPK	10	1.6002e-01	1.000000
ZNF563	10	1.6002e-01	1.000000
PROP1	10	1.6002e-01	1.000000
PRMT5	10	1.6002e-01	1.000000
PBX1	10	1.6002e-01	1.000000
FLII	10	1.6002e-01	1.000000
CCHCR1	10	1.6002e-01	1.000000
TMEM161B	10	1.6002e-01	1.000000
CDC42BPA	10	1.6002e-01	1.000000
TMEM165	10	1.6002e-01	1.000000
FLT1	10	1.6002e-01	1.000000
TMEM185B	10	1.6002e-01	1.000000
S100A16	10	1.6002e-01	1.000000
GCH1	10	1.6002e-01	1.000000
C11orf82	10	1.6002e-01	1.000000
PHLDA1	10	1.6002e-01	1.000000
FAM217A	10	1.6002e-01	1.000000
MED30	10	1.6002e-01	1.000000
SCML2	10	1.6002e-01	1.000000
SAV1	10	1.6002e-01	1.000000
ZNF880	10	1.6002e-01	1.000000
SENP5	10	1.6002e-01	1.000000
MED31	10	1.6002e-01	1.000000
ZNF850	10	1.6002e-01	1.000000
ZCCHC9	10	1.6002e-01	1.000000
SFRP4	10	1.6002e-01	1.000000
MSH5	10	1.6002e-01	1.000000
FAM229A	10	1.6002e-01	1.000000
MSH6	10	1.6002e-01	1.000000
ZNF821	10	1.6002e-01	1.000000
ACVRL1	10	1.6002e-01	1.000000
SAPCD2	10	1.6002e-01	1.000000
HARBI1	10	1.6256e-01	1.000000
ANKRD28	10	1.6256e-01	1.000000
ZMIZ2	10	1.6256e-01	1.000000
MUL1	10	1.6256e-01	1.000000
FAM194A	10	1.6256e-01	1.000000
DHRS2	10	1.6256e-01	1.000000
TET2	10	1.6256e-01	1.000000
IGHMBP2	10	1.6256e-01	1.000000
LSM11	10	1.6256e-01	1.000000
DNPH1	10	1.6256e-01	1.000000
KPNA3	10	1.6256e-01	1.000000
DNAJC1	10	1.6256e-01	1.000000
POLA1	10	1.6256e-01	1.000000
ANLN	10	1.6256e-01	1.000000
SSX5	10	1.6256e-01	1.000000
ELK3	10	1.6256e-01	1.000000
C12orf5	10	1.6256e-01	1.000000
EXOSC4	10	1.6256e-01	1.000000
OVOL1	10	1.6256e-01	1.000000
OTP	10	1.6256e-01	1.000000
DBF4	10	1.6256e-01	1.000000
DUT	10	1.6256e-01	1.000000
FAM189A2	10	1.6256e-01	1.000000
LZTS1	10	1.6256e-01	1.000000
SFN	10	1.6256e-01	1.000000
C2orf48	10	1.6256e-01	1.000000
MYOF	10	1.6256e-01	1.000000
C9orf116	10	1.6256e-01	1.000000
TCEAL7	10	1.6256e-01	1.000000
RPS24	45	1.6377e-01	1.000000
RPL10A	35	1.6853e-01	1.000000
GCKR	10	1.7244e-01	1.000000
TSG101	10	1.7244e-01	1.000000
LY6K	10	1.7244e-01	1.000000
SEPT10	10	1.7244e-01	1.000000
ZFP36	10	1.7244e-01	1.000000
TRADD	10	1.7244e-01	1.000000
HIST1H1C	10	1.7244e-01	1.000000
CEP63	10	1.7244e-01	1.000000
ZNF717	10	1.7244e-01	1.000000
UBXN2B	10	1.7244e-01	1.000000
H2AFY	10	1.7244e-01	1.000000
AKNA	10	1.7244e-01	1.000000
ZNF133	10	1.7244e-01	1.000000
ARL2	10	1.7244e-01	1.000000
SRA1	10	1.7244e-01	1.000000
ORC4	10	1.7244e-01	1.000000
FEN1	10	1.7244e-01	1.000000
PHF8	10	1.7244e-01	1.000000
ATF6B	10	1.7244e-01	1.000000
BCL2L10	10	1.7244e-01	1.000000
C9orf78	10	1.7289e-01	1.000000
PNO1	10	1.7289e-01	1.000000
IARS	10	1.7289e-01	1.000000
C3orf22	10	1.7289e-01	1.000000
ZFYVE28	10	1.7289e-01	1.000000
POU4F1	10	1.7289e-01	1.000000
FANCI	10	1.7289e-01	1.000000
PARD3	10	1.7289e-01	1.000000
RNF2	10	1.7289e-01	1.000000
TSHZ3	10	1.7289e-01	1.000000
WDR82	10	1.7289e-01	1.000000
ZNF653	10	1.7289e-01	1.000000
NCOA3	10	1.7289e-01	1.000000
MAX	10	1.7289e-01	1.000000
POU2F3	10	1.7289e-01	1.000000
CLIC4	10	1.7289e-01	1.000000
ZKSCAN1	10	1.7289e-01	1.000000
CHD1L	10	1.7289e-01	1.000000
HAUS8	10	1.7289e-01	1.000000
C7orf31	10	1.7289e-01	1.000000
CREB3L4	10	1.7289e-01	1.000000
PICALM	10	1.7289e-01	1.000000
CLK1	10	1.7289e-01	1.000000
CMTM2	10	1.7289e-01	1.000000
SOX5	10	1.7289e-01	1.000000
ACVR1	10	1.7289e-01	1.000000
MYO16	10	1.7289e-01	1.000000
MAP3K5	10	1.7289e-01	1.000000
TRIM66	10	1.7289e-01	1.000000
INHBA	10	1.7289e-01	1.000000
PDZD2	10	1.7289e-01	1.000000
NAT14	10	1.7289e-01	1.000000
CCDC9	10	1.7289e-01	1.000000
SNAPC5	10	1.7289e-01	1.000000
CCS	10	1.7289e-01	1.000000
GLTSCR2	10	1.7289e-01	1.000000
PCF11	10	1.7289e-01	1.000000
ASH2L	10	1.7289e-01	1.000000
FAM193B	10	1.7289e-01	1.000000
ESX1	10	1.7636e-01	1.000000
MAPK1	10	1.7636e-01	1.000000
SH3BP4	10	1.7636e-01	1.000000
SMAD6	10	1.7636e-01	1.000000
ZNF385A	10	1.7636e-01	1.000000
KIAA1737	10	1.7636e-01	1.000000
NRL	10	1.7636e-01	1.000000
LMNA	10	1.7636e-01	1.000000
SVIL	10	1.7636e-01	1.000000
KIAA0355	10	1.7636e-01	1.000000
TMEM50A	10	1.7636e-01	1.000000
SYCE1	10	1.7636e-01	1.000000
KIAA1430	10	1.7636e-01	1.000000
MED6	10	1.7636e-01	1.000000
HLCS	10	1.7636e-01	1.000000
HMX3	10	1.7636e-01	1.000000
NR2C2AP	10	1.7636e-01	1.000000
ZC3H12C	10	1.7636e-01	1.000000
PRKCG	10	1.7636e-01	1.000000
TMEM202	10	1.7636e-01	1.000000
PAFAH1B2	10	1.7636e-01	1.000000
CAMK2B	10	1.7636e-01	1.000000
CAMK1D	10	1.7636e-01	1.000000
KIAA1841	10	1.7636e-01	1.000000
KEAP1	10	1.7636e-01	1.000000
MIER2	10	1.7636e-01	1.000000
LYRM1	10	1.7636e-01	1.000000
HIST1H1A	10	1.7636e-01	1.000000
ACO2	10	1.7636e-01	1.000000
C11orf52	10	1.8322e-01	1.000000
TRIP11	10	1.8322e-01	1.000000
KIAA1191	10	1.8322e-01	1.000000
ZNF157	10	1.8322e-01	1.000000
SMCHD1	10	1.8322e-01	1.000000
CDC25C	10	1.8322e-01	1.000000
TCL1A	10	1.8322e-01	1.000000
FAM110A	10	1.8322e-01	1.000000
MAP2K4	10	1.8322e-01	1.000000
TMEM214	10	1.8322e-01	1.000000
PREB	10	1.8322e-01	1.000000
HOXC12	10	1.8322e-01	1.000000
FGFR1OP	10	1.8322e-01	1.000000
FAM53C	10	1.8322e-01	1.000000
CA9	10	1.8322e-01	1.000000
FIGLA	10	1.8322e-01	1.000000
PSMC3	10	1.8322e-01	1.000000
CDC16	10	1.8322e-01	1.000000
TMEM154	10	1.8322e-01	1.000000
EIF4EBP1	10	1.8322e-01	1.000000
CCNO	10	1.8322e-01	1.000000
RANBP17	10	1.8548e-01	1.000000
NCBP2	10	1.8548e-01	1.000000
KIAA0247	10	1.8548e-01	1.000000
PRKCE	10	1.8548e-01	1.000000
TOR1A	10	1.8548e-01	1.000000
RPA3	10	1.8548e-01	1.000000
GRK5	10	1.8548e-01	1.000000
SNRNP40	10	1.8548e-01	1.000000
TMEM102	10	1.8548e-01	1.000000
TUBGCP5	10	1.8548e-01	1.000000
C5orf51	10	1.8548e-01	1.000000
SP2	10	1.8548e-01	1.000000
NFYB	10	1.8548e-01	1.000000
SEPT8	10	1.8548e-01	1.000000
EGFL6	10	1.8548e-01	1.000000
CDK3	10	1.8548e-01	1.000000
C1orf127	10	1.8548e-01	1.000000
MEX3A	10	1.8548e-01	1.000000
GTF2F1	10	1.8548e-01	1.000000
STOX1	10	1.8548e-01	1.000000
ZNF500	10	1.8548e-01	1.000000
PRPF4	10	1.8548e-01	1.000000
TMEM136	10	1.9443e-01	1.000000
CXXC1	10	1.9443e-01	1.000000
WDR83	10	1.9443e-01	1.000000
HSPB7	10	1.9443e-01	1.000000
PSMA2	10	1.9443e-01	1.000000
CRCP	10	1.9443e-01	1.000000
CCDC152	10	1.9443e-01	1.000000
B9D2	10	1.9443e-01	1.000000
PDCD2L	10	1.9443e-01	1.000000
IPMK	10	1.9443e-01	1.000000
PPP1R12A	10	1.9443e-01	1.000000
FAM195B	10	1.9443e-01	1.000000
APEH	10	1.9443e-01	1.000000
SF1	10	1.9443e-01	1.000000
FAM65A	10	1.9443e-01	1.000000
PHOX2B	10	1.9443e-01	1.000000
SLK	10	1.9443e-01	1.000000
DVL2	10	1.9443e-01	1.000000
LANCL2	10	1.9443e-01	1.000000
RIPK4	10	1.9443e-01	1.000000
YWHAG	10	1.9443e-01	1.000000
DMRT2	10	1.9443e-01	1.000000
C15orf60	10	1.9443e-01	1.000000
E2F4	10	1.9443e-01	1.000000
SPICE1	10	1.9443e-01	1.000000
SRSF9	10	1.9443e-01	1.000000
U2AF1L4	10	1.9443e-01	1.000000
GATAD2A	10	1.9443e-01	1.000000
PHC2	10	1.9443e-01	1.000000
YES1	10	1.9443e-01	1.000000
PHF1	10	1.9443e-01	1.000000
C2orf76	10	1.9556e-01	1.000000
SMARCA1	10	1.9556e-01	1.000000
PIP4K2A	10	1.9556e-01	1.000000
ANKS1B	10	1.9556e-01	1.000000
MECOM	10	1.9556e-01	1.000000
BUB3	10	1.9556e-01	1.000000
TXNL1	10	1.9556e-01	1.000000
TCEA2	10	1.9556e-01	1.000000
ZNF136	10	1.9556e-01	1.000000
WDR38	10	1.9556e-01	1.000000
JUND	10	1.9556e-01	1.000000
C1orf162	10	1.9556e-01	1.000000
CCDC65	10	1.9556e-01	1.000000
ZNF709	10	1.9556e-01	1.000000
MYO1C	10	1.9556e-01	1.000000
STXBP4	10	1.9556e-01	1.000000
TGFBR2	10	1.9556e-01	1.000000
ENG	10	1.9556e-01	1.000000
FAM169A	10	1.9556e-01	1.000000
POLR2D	10	1.9556e-01	1.000000
CCDC93	10	1.9556e-01	1.000000
SLC35A2	10	1.9556e-01	1.000000
NEMF	10	1.9556e-01	1.000000
TRIOBP	10	1.9556e-01	1.000000
CCDC102B	10	1.9556e-01	1.000000
EXOSC9	10	1.9556e-01	1.000000
SEPSECS	10	1.9556e-01	1.000000
VPS36	10	1.9556e-01	1.000000
UPF2	10	1.9556e-01	1.000000
YPEL4	10	1.9556e-01	1.000000
C18orf56	10	1.9556e-01	1.000000
TSSK6	10	1.9556e-01	1.000000
PSMB3	10	1.9556e-01	1.000000
PARD6B	10	1.9556e-01	1.000000
MZF1	10	1.9556e-01	1.000000
BMPR1A	10	1.9556e-01	1.000000
SMAD2	10	1.9556e-01	1.000000
AKAP6	10	1.9556e-01	1.000000
ZMAT2	10	1.9556e-01	1.000000
PARP16	10	1.9556e-01	1.000000
GRK1	10	1.9556e-01	1.000000
SNRPB	10	1.9556e-01	1.000000
TMEM106B	10	1.9556e-01	1.000000
ZNF569	10	1.9556e-01	1.000000
COQ7	10	1.9556e-01	1.000000
EBF3	10	1.9556e-01	1.000000
ZNF764	10	1.9556e-01	1.000000
CDK5	10	1.9866e-01	1.000000
SPARC	10	1.9866e-01	1.000000
TMEM131	10	1.9866e-01	1.000000
RBM42	10	1.9866e-01	1.000000
FAM186B	10	1.9866e-01	1.000000
HOXA13	10	1.9866e-01	1.000000
LHX9	10	1.9866e-01	1.000000
TMEM181	10	1.9866e-01	1.000000
KRT7	10	1.9866e-01	1.000000
HOXB6	10	1.9866e-01	1.000000
AKR1B1	10	1.9866e-01	1.000000
LHX2	10	1.9866e-01	1.000000
ZNF385D	10	1.9866e-01	1.000000
NR1I2	10	1.9866e-01	1.000000
FAM114A2	10	1.9866e-01	1.000000
TCEAL1	10	1.9866e-01	1.000000
BIVM	10	1.9866e-01	1.000000
CBFB	10	1.9866e-01	1.000000
ZNF775	10	1.9866e-01	1.000000
ATM	10	1.9866e-01	1.000000
SYVN1	10	1.9866e-01	1.000000
UBE2V2	10	1.9866e-01	1.000000
DDX27	10	1.9866e-01	1.000000
ZNF627	10	1.9866e-01	1.000000
USP4	10	1.9866e-01	1.000000
COPS8	10	1.9866e-01	1.000000
ZNF805	10	2.0081e-01	1.000000
C1orf109	10	2.0081e-01	1.000000
FHL5	10	2.0081e-01	1.000000
FOXP3	10	2.0081e-01	1.000000
BAZ2A	10	2.0081e-01	1.000000
PRUNE2	10	2.0081e-01	1.000000
TMEM243	10	2.0081e-01	1.000000
TNP2	10	2.0081e-01	1.000000
SNRK	10	2.0081e-01	1.000000
CCDC108	10	2.0081e-01	1.000000
DUSP12	10	2.0081e-01	1.000000
C11orf93	10	2.0081e-01	1.000000
C1orf105	10	2.0081e-01	1.000000
SCP2	10	2.0081e-01	1.000000
RLF	10	2.0081e-01	1.000000
CALM1	10	2.0081e-01	1.000000
C1orf106	10	2.0081e-01	1.000000
FOXB1	10	2.0081e-01	1.000000
MYH1	10	2.0081e-01	1.000000
C1orf21	10	2.0081e-01	1.000000
GLI3	10	2.0081e-01	1.000000
ID4	10	2.0081e-01	1.000000
APOBEC3F	10	2.0081e-01	1.000000
IGF2BP3	10	2.0081e-01	1.000000
SIRT7	10	2.0081e-01	1.000000
TMEM62	10	2.0081e-01	1.000000
PRPF39	10	2.0081e-01	1.000000
ZDHHC21	10	2.0081e-01	1.000000
C14orf105	10	2.0081e-01	1.000000
LTF	10	2.0081e-01	1.000000
C14orf132	10	2.0081e-01	1.000000
GNAQ	10	2.0081e-01	1.000000
FAM115A	10	2.0081e-01	1.000000
CALCA	10	2.0081e-01	1.000000
TNFAIP3	10	2.0081e-01	1.000000
PCBP3	10	2.0081e-01	1.000000
C13orf45	10	2.0081e-01	1.000000
ZNF577	10	2.0081e-01	1.000000
TNIP1	10	2.0081e-01	1.000000
EGLN1	10	2.0081e-01	1.000000
C12orf43	10	2.0081e-01	1.000000
PDPK1	10	2.0081e-01	1.000000
ZFP41	10	2.0081e-01	1.000000
MORC1	10	2.0081e-01	1.000000
IL15	10	2.0081e-01	1.000000
DLC1	10	2.0081e-01	1.000000
KLHL13	10	2.0081e-01	1.000000
UBR4	10	2.0081e-01	1.000000
RNF13	10	2.0081e-01	1.000000
STK11	10	2.0081e-01	1.000000
SESN3	10	2.0081e-01	1.000000
SUGP2	10	2.0081e-01	1.000000
RAG2	10	2.0081e-01	1.000000
STRA8	10	2.0081e-01	1.000000
MATK	10	2.0081e-01	1.000000
PARM1	10	2.0081e-01	1.000000
CIT	10	2.0081e-01	1.000000
HOXA5	10	2.0081e-01	1.000000
LOXL2	10	2.0081e-01	1.000000
ZKSCAN4	10	2.0081e-01	1.000000
C9orf171	10	2.0081e-01	1.000000
TFDP1	10	2.0081e-01	1.000000
PABPC1	10	2.0081e-01	1.000000
ST18	10	2.0081e-01	1.000000
KIAA0947	10	2.0081e-01	1.000000
DNAJC14	10	2.0081e-01	1.000000
TCF15	10	2.0081e-01	1.000000
CTBP1	10	2.0081e-01	1.000000
KLK1	10	2.0081e-01	1.000000
TBRG4	10	2.0081e-01	1.000000
ZFP69	10	2.0081e-01	1.000000
RAN	10	2.0081e-01	1.000000
MXD1	10	2.0081e-01	1.000000
CUTC	10	2.0081e-01	1.000000
MXD4	10	2.0081e-01	1.000000
POU5F1B	10	2.0081e-01	1.000000
PFN3	10	2.0081e-01	1.000000
WDR7	10	2.0081e-01	1.000000
WDR41	10	2.0081e-01	1.000000
SWI5	10	2.0081e-01	1.000000
SWAP70	10	2.0081e-01	1.000000
ATAD5	10	2.0081e-01	1.000000
SULT1E1	10	2.0081e-01	1.000000
LRRC10	10	2.0081e-01	1.000000
MAF	10	2.0081e-01	1.000000
BOK	10	2.0081e-01	1.000000
MBNL3	10	2.0081e-01	1.000000
PKMYT1	10	2.0081e-01	1.000000
AP1AR	10	2.0081e-01	1.000000
METTL14	10	2.0081e-01	1.000000
SRP72	10	2.0081e-01	1.000000
CENPW	10	2.0081e-01	1.000000
PSMD12	10	2.0081e-01	1.000000
PNMA1	10	2.0081e-01	1.000000
CEP72	10	2.0081e-01	1.000000
SENP3	10	2.0081e-01	1.000000
TRIP4	10	2.0081e-01	1.000000
ZDHHC20	10	2.0081e-01	1.000000
ZBTB26	10	2.0081e-01	1.000000
KLF6	10	2.0628e-01	1.000000
C9orf9	10	2.0628e-01	1.000000
CSRP2	10	2.0628e-01	1.000000
C1orf172	10	2.0628e-01	1.000000
FAM204A	10	2.0628e-01	1.000000
C12orf50	10	2.0628e-01	1.000000
C15orf27	10	2.0628e-01	1.000000
SCGB1A1	10	2.0628e-01	1.000000
POLR1E	10	2.0628e-01	1.000000
C2orf15	10	2.0628e-01	1.000000
RRS1	10	2.0628e-01	1.000000
ZNF688	10	2.0628e-01	1.000000
SLC25A26	10	2.0628e-01	1.000000
UCHL3	10	2.0628e-01	1.000000
TMEM126B	10	2.0628e-01	1.000000
FANCA	10	2.0628e-01	1.000000
POP5	10	2.0628e-01	1.000000
SPO11	10	2.0628e-01	1.000000
C17orf75	10	2.0628e-01	1.000000
MCC	10	2.0628e-01	1.000000
C16orf13	10	2.0628e-01	1.000000
ROR2	10	2.0628e-01	1.000000
TUBGCP6	10	2.0628e-01	1.000000
FANCD2	10	2.0628e-01	1.000000
C20orf24	10	2.0628e-01	1.000000
DPF2	10	2.0628e-01	1.000000
LEO1	10	2.0628e-01	1.000000
NME1	10	2.0628e-01	1.000000
ZNF615	10	2.0628e-01	1.000000
CLOCK	10	2.0628e-01	1.000000
FAM126A	10	2.1191e-01	1.000000
SNAI2	10	2.1191e-01	1.000000
PSMC5	10	2.1191e-01	1.000000
RAE1	10	2.1191e-01	1.000000
PPP1R16B	10	2.1191e-01	1.000000
PSMA1	10	2.1191e-01	1.000000
TCEAL5	10	2.1191e-01	1.000000
HTATSF1	10	2.1191e-01	1.000000
CAV2	10	2.1191e-01	1.000000
ELL	10	2.1191e-01	1.000000
ZC3H12D	10	2.1191e-01	1.000000
ZNF81	10	2.1191e-01	1.000000
POP7	10	2.1191e-01	1.000000
PLCB4	10	2.1191e-01	1.000000
H2AFV	10	2.1191e-01	1.000000
NMNAT1	10	2.1191e-01	1.000000
GTF2E1	10	2.1191e-01	1.000000
TAF3	10	2.1191e-01	1.000000
PPP1R1B	10	2.1191e-01	1.000000
MAPK8IP1	10	2.1191e-01	1.000000
CDC42SE2	10	2.1191e-01	1.000000
TRAK2	10	2.1191e-01	1.000000
TMEM27	10	2.1191e-01	1.000000
SELP	10	2.1191e-01	1.000000
ZNF524	10	2.1191e-01	1.000000
PBRM1	10	2.1191e-01	1.000000
CPE	10	2.1191e-01	1.000000
C2orf44	10	2.1191e-01	1.000000
MORF4L2	10	2.1191e-01	1.000000
TMEM25	10	2.1191e-01	1.000000
HRH1	10	2.1458e-01	1.000000
POLM	10	2.1458e-01	1.000000
SART1	10	2.1458e-01	1.000000
NRIP2	10	2.1458e-01	1.000000
TMEM127	10	2.1458e-01	1.000000
SIVA1	10	2.1458e-01	1.000000
TMEM14A	10	2.1458e-01	1.000000
MAGEE1	10	2.1458e-01	1.000000
TEP1	10	2.1458e-01	1.000000
HNRNPA1	10	2.1458e-01	1.000000
BHLHE23	10	2.1458e-01	1.000000
RPS6KC1	10	2.1458e-01	1.000000
EIF2AK2	10	2.1458e-01	1.000000
ZSWIM6	10	2.1458e-01	1.000000
ZNF71	10	2.1458e-01	1.000000
ZNF674	10	2.1458e-01	1.000000
SSU72	10	2.1458e-01	1.000000
TMEM184C	10	2.1458e-01	1.000000
S100A4	10	2.1458e-01	1.000000
FHOD1	10	2.1458e-01	1.000000
POU3F3	10	2.1458e-01	1.000000
RGCC	10	2.1458e-01	1.000000
ZNF114	10	2.1458e-01	1.000000
HTRA2	10	2.1458e-01	1.000000
NXF5	10	2.1458e-01	1.000000
FAM207A	10	2.1458e-01	1.000000
UTP11L	10	2.1458e-01	1.000000
FBXO25	10	2.1730e-01	1.000000
ZNF695	10	2.1730e-01	1.000000
MITD1	10	2.1730e-01	1.000000
MAML2	10	2.1730e-01	1.000000
CASK	10	2.1730e-01	1.000000
JAG2	10	2.1730e-01	1.000000
IRX6	10	2.1730e-01	1.000000
FAM120C	10	2.1730e-01	1.000000
PRMT8	10	2.1730e-01	1.000000
ZNF248	10	2.1730e-01	1.000000
C17orf85	10	2.1730e-01	1.000000
FTSJ2	10	2.1730e-01	1.000000
SNRNP48	10	2.1730e-01	1.000000
SP8	10	2.1730e-01	1.000000
TMEM133	10	2.1730e-01	1.000000
POLR3D	10	2.1730e-01	1.000000
POP1	10	2.1730e-01	1.000000
ZNF747	10	2.1730e-01	1.000000
AIMP2	10	2.1730e-01	1.000000
FAM210B	10	2.1730e-01	1.000000
SMARCC2	10	2.1730e-01	1.000000
TMEM8A	10	2.1730e-01	1.000000
C20orf27	10	2.1730e-01	1.000000
PPP1R13L	10	2.1730e-01	1.000000
SMYD2	10	2.1730e-01	1.000000
GCAT	10	2.1730e-01	1.000000
INTS6	10	2.1730e-01	1.000000
MFSD8	10	2.1730e-01	1.000000
KIAA0195	10	2.2595e-01	1.000000
TULP3	10	2.2595e-01	1.000000
ZNF326	10	2.2595e-01	1.000000
BRIP1	10	2.2595e-01	1.000000
POLR2L	10	2.2595e-01	1.000000
ZW10	10	2.2595e-01	1.000000
C16orf62	10	2.2595e-01	1.000000
CTCFL	10	2.2595e-01	1.000000
NPM3	10	2.2595e-01	1.000000
EGLN3	10	2.2595e-01	1.000000
HEPACAM	10	2.2595e-01	1.000000
CDC25B	10	2.2595e-01	1.000000
C12orf65	10	2.2595e-01	1.000000
LAS1L	10	2.2595e-01	1.000000
THAP1	10	2.2595e-01	1.000000
PHF6	10	2.2595e-01	1.000000
MYCT1	10	2.2595e-01	1.000000
TIPIN	10	2.2595e-01	1.000000
NEK8	10	2.2595e-01	1.000000
C10orf107	10	2.2595e-01	1.000000
RBM39	10	2.2595e-01	1.000000
SH3GLB2	10	2.2595e-01	1.000000
FANCE	10	2.2595e-01	1.000000
ZNF414	10	2.2595e-01	1.000000
ZNF710	10	2.2595e-01	1.000000
MTMR8	10	2.2595e-01	1.000000
CRNKL1	10	2.2595e-01	1.000000
DUSP13	10	2.2595e-01	1.000000
SPDYA	10	2.2595e-01	1.000000
